Sequence,Stop Name,Stop Coordinate,Check Time,Log Coordinate,Distance,S
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-05 03:52:00,"3.1100933, 101.6177067",133 meter,Sequence
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 03:52:50,"3.110825, 101.61358",94 meter,23
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-05 03:48:10,"3.1176933, 101.6202883",83 meter,Sequence
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-05 03:49:05,"3.1164167, 101.6217933",133 meter,30
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-05 03:50:45,"3.1143967, 101.6211467",80 meter,31
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-05 03:51:40,"3.1116917, 101.618985",80 meter,26
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-05 03:52:25,"3.1099583, 101.61636",170 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 03:52:50,"3.110825, 101.61358",94 meter,33
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 03:14:35,"3.1110614, 101.6131519",61 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-05 03:17:31,"3.1086917, 101.6113517",114 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-05 03:19:16,"3.102145, 101.615015",198 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-05 03:20:31,"3.1015383, 101.611005",183 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-05 03:54:31,"3.1105, 101.617945",171 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 03:14:35,"3.1110614, 101.6131519",61 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-05 03:17:31,"3.1086917, 101.6113517",125 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-05 03:18:06,"3.1061117, 101.610735",124 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-05 03:19:11,"3.1025917, 101.6150067",148 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-05 03:20:41,"3.10087, 101.6109033",148 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-05 03:21:06,"3.0980817, 101.6109117",140 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-05 03:23:26,"3.0929133, 101.6109517",131 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-05 03:24:16,"3.089065, 101.6129717",141 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-05 03:26:11,"3.0892733, 101.6148767",91 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-05 03:27:16,"3.092395, 101.6150767",192 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-05 03:28:36,"3.0945817, 101.61692",107 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-05 03:34:16,"3.094595, 101.62741",193 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-05 03:34:51,"3.0959067, 101.6292567",154 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-05 03:36:26,"3.0970467, 101.6322317",164 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-05 03:37:41,"3.1002618, 101.6323445",52 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-05 03:38:01,"3.1013683, 101.6316483",111 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-05 03:39:16,"3.1029367, 101.629455",64 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-05 03:39:41,"3.1040667, 101.6273683",176 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-05 03:40:21,"3.1064333, 101.625755",59 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-05 03:41:41,"3.1087217, 101.6245883",190 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-05 03:43:46,"3.111385, 101.6219683",105 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-05 03:45:51,"3.1127867, 101.6200967",136 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-05 03:46:21,"3.1145383, 101.62119",94 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-05 03:48:26,"3.1160967, 101.62256",128 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-05 03:49:01,"3.1183233, 101.6241",78 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-05 03:49:26,"3.1206667, 101.6219367",13 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-05 03:50:51,"3.118165, 101.6195583",179 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-05 03:54:11,"3.1120933, 101.6193",137 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-05 03:55:16,"3.1099017, 101.6164633",183 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 03:13:28,"3.1112281, 101.6124957",66 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-05 03:14:30,"3.1092833, 101.6114883",181 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-05 03:15:30,"3.1074117, 101.6075933",139 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-05 03:16:25,"3.1094267, 101.6045783",99 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-05 03:16:55,"3.1094733, 101.5995783",9 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-05 03:17:10,"3.109485, 101.596915",125 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-05 03:19:20,"3.101545, 101.5987683",138 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-05 03:20:35,"3.1026117, 101.6003983",35 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-05 03:20:40,"3.10326, 101.6003433",32 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-05 03:20:50,"3.1044533, 101.60037",72 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-05 03:22:50,"3.1053017, 101.6056417",182 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-05 03:23:50,"3.1036733, 101.6070983",73 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-05 03:24:15,"3.1020083, 101.6060217",120 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-05 03:25:00,"3.0991083, 101.6040167",182 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-05 03:25:40,"3.0968483, 101.605085",45 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-05 03:25:50,"3.0963167, 101.6057717",46 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-05 03:25:55,"3.09615, 101.6059817",34 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-05 03:26:50,"3.09741, 101.607105",175 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-05 03:27:40,"3.10186, 101.6086783",81 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-05 03:28:05,"3.1015933, 101.6119533",153 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-05 03:29:20,"3.1028983, 101.616435",188 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-05 03:30:15,"3.106965, 101.6163",186 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-05 03:30:50,"3.1094017, 101.6170683",81 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 03:13:28,"3.1112281, 101.6124957",66 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-05 03:14:30,"3.1092833, 101.6114883",192 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-05 03:28:20,"3.1015567, 101.61328",103 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-05 03:31:05,"3.1100667, 101.6163133",161 meter,4
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 03:00:26,"3.1105621, 101.6117329",114 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-05 03:00:42,"3.108345, 101.6112183",74 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-05 03:02:32,"3.1074467, 101.6079183",172 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-05 03:03:37,"3.109375, 101.60495",141 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-05 03:04:27,"3.1095183, 101.6012083",190 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-05 03:04:52,"3.10946, 101.5972267",151 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-05 03:06:57,"3.1014767, 101.5985183",167 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-05 03:08:02,"3.1020083, 101.6003833",32 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-05 03:08:12,"3.10312, 101.6004233",49 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-05 03:08:42,"3.1044617, 101.6003667",71 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-05 03:10:37,"3.1052883, 101.6061017",134 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-05 03:11:17,"3.1034383, 101.60696",43 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-05 03:11:42,"3.1017433, 101.605885",88 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-05 03:12:22,"3.0987633, 101.6037783",156 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-05 03:12:52,"3.0971733, 101.6047417",8 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-05 03:13:07,"3.096625, 101.605385",10 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-05 03:13:32,"3.0962333, 101.60592",45 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-05 03:14:32,"3.0980083, 101.60712",109 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-05 03:15:37,"3.1021433, 101.6083433",128 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-05 03:16:07,"3.1015517, 101.61174",177 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-05 03:18:07,"3.10304, 101.6166683",174 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-05 03:19:22,"3.1079, 101.6162633",84 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-05 03:19:47,"3.1095833, 101.6169833",61 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 03:00:26,"3.1105621, 101.6117329",114 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-05 03:00:42,"3.108345, 101.6112183",84 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-05 03:16:22,"3.1015233, 101.6128767",148 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-05 03:20:02,"3.110365, 101.6158967",106 meter,4
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 02:59:59,"3.1098658, 101.6115513",161 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-05 03:00:04,"3.1094258, 101.6114486",196 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-05 03:01:28,"3.101745, 101.6150383",191 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-05 03:02:28,"3.1011667, 101.610955",184 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-05 03:37:18,"3.110585, 101.6180317",184 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 02:59:59,"3.1098658, 101.6115513",161 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-05 03:00:13,"3.1079913, 101.6110142",40 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-05 03:00:40,"3.1063665, 101.6109862",120 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-05 03:01:28,"3.101745, 101.6150383",96 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-05 03:02:28,"3.1011667, 101.610955",180 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-05 03:02:58,"3.09778, 101.6109567",106 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-05 03:04:03,"3.0933867, 101.61096",183 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-05 03:05:13,"3.0892967, 101.6129783",151 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-05 03:06:23,"3.08931, 101.6148783",87 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-05 03:07:23,"3.092455, 101.6150317",193 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-05 03:08:13,"3.09495, 101.6172367",53 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-05 03:14:18,"3.094655, 101.6273867",187 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-05 03:14:48,"3.0958917, 101.6291133",170 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-05 03:16:08,"3.0969133, 101.6322033",179 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-05 03:17:18,"3.1003383, 101.6323883",43 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-05 03:17:43,"3.1013683, 101.6314017",84 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-05 03:18:33,"3.1022617, 101.6294633",133 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-05 03:19:13,"3.104, 101.6268733",123 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-05 03:20:08,"3.1062817, 101.6258167",75 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-05 03:21:13,"3.1088, 101.6244817",175 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-05 03:24:28,"3.1111567, 101.62228",148 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-05 03:28:43,"3.112885, 101.6200733",128 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-05 03:29:38,"3.11508, 101.6216483",16 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-05 03:30:43,"3.1168533, 101.6230867",30 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-05 03:31:23,"3.1184733, 101.6240583",61 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-05 03:31:43,"3.1201717, 101.622625",107 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-05 03:33:18,"3.1181667, 101.6195867",177 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-05 03:37:03,"3.11196, 101.619055",109 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-05 03:38:18,"3.1102583, 101.616015",122 meter,32
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-05 03:22:48,"3.1104733, 101.617995",176 meter,Sequence
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 03:24:23,"3.1106817, 101.6142567",168 meter,23
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-05 03:17:33,"3.11807, 101.6197267",158 meter,Sequence
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-05 03:18:43,"3.11632, 101.621935",125 meter,30
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-05 03:20:38,"3.11449, 101.6212383",94 meter,31
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-05 03:22:08,"3.1123767, 101.6194417",171 meter,26
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-05 03:23:58,"3.1098283, 101.61653",193 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 03:24:28,"3.1108, 101.6136217",98 meter,33
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 02:46:06,"3.1107249, 101.6126878",8 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-05 02:48:05,"3.108765, 101.6114",122 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-05 02:49:10,"3.10199, 101.6150567",197 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-05 02:50:00,"3.1016033, 101.6111067",194 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-05 03:24:40,"3.1106967, 101.6181267",199 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 02:46:06,"3.1107249, 101.6126878",8 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-05 02:48:05,"3.108765, 101.6114",135 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-05 02:48:25,"3.1063533, 101.6107433",138 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-05 02:49:05,"3.1026367, 101.6150667",156 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-05 02:50:15,"3.1003583, 101.610965",91 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-05 02:50:35,"3.0974117, 101.61094",65 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-05 02:52:00,"3.0926383, 101.61089",101 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-05 02:52:45,"3.0892733, 101.6129367",154 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-05 02:53:50,"3.0892267, 101.61495",97 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-05 02:55:10,"3.0923933, 101.6151517",185 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-05 02:55:55,"3.094845, 101.6171583",67 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-05 03:01:30,"3.0946233, 101.62747",196 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-05 03:02:05,"3.0958859, 101.6291117",170 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-05 03:03:30,"3.0970333, 101.63225",165 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-05 03:03:55,"3.09989, 101.6323933",86 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-05 03:04:20,"3.1014217, 101.6315617",102 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-05 03:05:05,"3.1022617, 101.6294833",134 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-05 03:05:40,"3.1041067, 101.627355",175 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-05 03:06:35,"3.1059033, 101.6258933",113 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-05 03:07:55,"3.10885, 101.6242117",147 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-05 03:10:45,"3.111195, 101.62232",149 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-05 03:15:15,"3.1128204, 101.6202542",126 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-05 03:18:20,"3.1146283, 101.6212867",80 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-05 03:18:40,"3.1163383, 101.622705",97 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-05 03:19:45,"3.1181217, 101.6241833",102 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-05 03:20:05,"3.1200983, 101.6227683",125 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-05 03:21:15,"3.118105, 101.61967",165 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-05 03:24:25,"3.1123933, 101.6194883",176 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-05 03:26:55,"3.1103283, 101.6159283",111 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 02:42:25,"3.1106092, 101.6129961",29 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-05 02:44:46,"3.1090383, 101.6114767",154 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-05 02:46:41,"3.107455, 101.6077617",155 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-05 02:47:31,"3.1093483, 101.6051583",164 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-05 02:48:11,"3.1095167, 101.600425",104 meter,4
